1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.986891876708737792e-01,3.141322190717799057e-02,3.107756180411398450e-01
9.962173701359499089e-01,6.640799880614833839e-02,4.822041894697112197e-01
9.928092580802216904e-01,1.016639307566035155e-01,6.077373089262124717e-01
9.904872476686266136e-01,1.290479032980151874e-01,6.800150971881486761e-01
9.888768210928429170e-01,1.419564244142664799e-01,7.117191923004340115e-01
9.882775925995280764e-01,1.612072824951499284e-01,7.184374410266087807e-01
9.787648402681548010e-01,2.784285927473511002e-01,7.590488771466314954e-01
9.753941799932587253e-01,3.007013878525592876e-01,7.891300245329306851e-01
9.709374180742293969e-01,3.281972839874645054e-01,8.187582562747688364e-01
9.613872139620238677e-01,3.781525145500671536e-01,8.477071145499150973e-01
9.593648177970862667e-01,3.952768243545738969e-01,8.548027929798075464e-01
9.538594060147560505e-01,4.365766303536785520e-01,8.635591621060577650e-01
9.461443391633271860e-01,4.913818833009998555e-01,8.740894508397810680e-01
9.445339125875434894e-01,4.973884494851514848e-01,8.773353462917531376e-01
9.389161454627167336e-01,5.282793612893598167e-01,8.996036988110964749e-01
9.247593723081533046e-01,5.729368750932697374e-01,9.276844687676920609e-01
9.143103254559754589e-01,6.256901954932099219e-01,9.353462917531609744e-01
9.001161005205797760e-01,7.023205491717654514e-01,9.447442913757312377e-01
8.938616531216059258e-01,7.225787195940904795e-01,9.486318173240233520e-01
8.921014194224935467e-01,7.277272048947918126e-01,9.496508775240611877e-01
8.891801805175836293e-01,7.373899417997313854e-01,9.511983393093036421e-01
8.774577731171117057e-01,7.665273839725413874e-01,9.523306284204566818e-01
8.709411632523126334e-01,7.786897477988359295e-01,9.529722589167767266e-01
8.700423205123403170e-01,7.810774511266975750e-01,9.535384034723533020e-01
8.695179955806898731e-01,7.819355320101477602e-01,9.539158331760709819e-01
8.689936706490393181e-01,7.838009252350395251e-01,9.544064917909039769e-01
8.683569903748923346e-01,7.858528577824205330e-01,9.553123230798263865e-01
8.672708887307591930e-01,7.883897925682733510e-01,9.560671824872617464e-01
8.667091120182764952e-01,7.907401880316370368e-01,9.572749575391583665e-01
8.658477210591363216e-01,7.924563497985375182e-01,9.579920739762218806e-01
8.642747462641848788e-01,7.961498283838233103e-01,9.598037365540668109e-01
8.509419122879292585e-01,8.183853156245336491e-01,9.717305151915456296e-01
8.334519306393018967e-01,8.392777197433218817e-01,9.815059445178335729e-01
8.205685180330324346e-01,8.615132069840322204e-01,9.858841290809586821e-01
8.129283547432680779e-01,8.713251753469630767e-01,9.873183619550858214e-01
8.101943747425189857e-01,8.753171168482316578e-01,9.880732213625211813e-01
7.963746676154450643e-01,8.922548873302491579e-01,9.893564823551613818e-01
7.930040073405489887e-01,8.947918221161020869e-01,9.899603698811096919e-01
7.910565147372757844e-01,8.975899119534398451e-01,9.903000566144555261e-01
7.816186659675667947e-01,9.079614982838382087e-01,9.930552934515946006e-01
7.771993558293697202e-01,9.105730487986867239e-01,9.933194942441969655e-01
7.771993558293697202e-01,9.105730487986867239e-01,9.933194942441969655e-01
7.760758024044043246e-01,9.115803611401283035e-01,9.935082090960558610e-01
7.757012845960825631e-01,9.121026712430980732e-01,9.935082090960558610e-01
7.754016703494250873e-01,9.123638262945829025e-01,9.935082090960558610e-01
7.754016703494250873e-01,9.124384420235785997e-01,9.935082090960558610e-01
7.752893150069285477e-01,9.125130577525741860e-01,9.935459520664275956e-01
7.749522489794389291e-01,9.128488285330547125e-01,9.936969239479147564e-01
7.736414366503127082e-01,9.139307566034919894e-01,9.938101528590299605e-01
7.728924010336691852e-01,9.150126846739292663e-01,9.939233817701452756e-01
7.720684618553612655e-01,9.156096105058946222e-01,9.941498395923759057e-01
7.712445226770533457e-01,9.165796149828383532e-01,9.942253255331194861e-01
7.703082281562487754e-01,9.174003880017908008e-01,9.942630685034912208e-01
7.698962585670948711e-01,9.180346216982540053e-01,9.943008114738629555e-01
7.683981873338077140e-01,9.201611699746305995e-01,9.943385544442348012e-01
7.662259840455413196e-01,9.221011789285181726e-01,9.945272692960935856e-01
7.653271413055691141e-01,9.234442620504402788e-01,9.945272692960935856e-01
7.623309988389948000e-01,9.281450529771675395e-01,9.946027552368371660e-01
7.589228867832665815e-01,9.318385315624533316e-01,9.946782411775806354e-01
7.566757799333357903e-01,9.340023877033278854e-01,9.948292130590677962e-01
7.558892925358601245e-01,9.350843157737651623e-01,9.948669560294395309e-01
7.501591700685367181e-01,9.384047157140724682e-01,9.952821287035289455e-01
7.418074229429609812e-01,9.443739740337263600e-01,9.954331005850159952e-01
7.346915845848469573e-01,9.482912998059991327e-01,9.956973013776184711e-01
7.245796037601588413e-01,9.527682435457394128e-01,9.961502170220796204e-01
7.111718662222388243e-01,9.603417400388001290e-01,9.970560483110020300e-01
6.857795588180217727e-01,9.709371735561856953e-01,9.979241366295527049e-01
6.713980749784652646e-01,9.748918071929563167e-01,9.980751085110398657e-01
6.618478708662597354e-01,9.770929711983286081e-01,9.981883374221550698e-01
6.552938092206284093e-01,9.787345172362333923e-01,9.983015663332703848e-01
6.473165799033744339e-01,9.804133711386360250e-01,9.986035100962445954e-01
6.398636755177709023e-01,9.835472317564543099e-01,9.986789960369880648e-01
6.379910864761619838e-01,9.842560811819131006e-01,9.986789960369880648e-01
6.366428223662035091e-01,9.844799283689001923e-01,9.986789960369880648e-01
6.347327815437624476e-01,9.846664676913893244e-01,9.986789960369880648e-01
6.336841316804614488e-01,9.847783912848828702e-01,9.986789960369880648e-01
6.327478371596569895e-01,9.849649306073720023e-01,9.986789960369880648e-01
6.325231264746639104e-01,9.851141620653633968e-01,9.986789960369880648e-01
6.321860604471742917e-01,9.853007013878525289e-01,9.986789960369880648e-01
6.317366390771881335e-01,9.853380092523503775e-01,9.986789960369880648e-01
6.314370248305306577e-01,9.854126249813460747e-01,9.987167390073599105e-01
6.307628927755515313e-01,9.855245485748396206e-01,9.987167390073599105e-01
6.303883749672296588e-01,9.855991643038352068e-01,9.987167390073599105e-01
6.296767911314182786e-01,9.855991643038352068e-01,9.987167390073599105e-01
6.275420396239841381e-01,9.860841665423071278e-01,9.988299679184752256e-01
6.218493689374929856e-01,9.867184002387703323e-01,9.989054538592186949e-01
6.138346878394067563e-01,9.875391732577227799e-01,9.989809397999622753e-01
5.744728661847871010e-01,9.927995821519176589e-01,9.992073976221929055e-01
5.605782554960487829e-01,9.939188180868526734e-01,9.992828835629363748e-01
5.492303659038987318e-01,9.948142068348008182e-01,9.992828835629363748e-01
5.479195535747725110e-01,9.950007461572899503e-01,9.992828835629363748e-01
5.463091269989888143e-01,9.952619012087747796e-01,9.992828835629363748e-01
5.447736039848695144e-01,9.952619012087747796e-01,9.992828835629363748e-01
5.398674206958541388e-01,9.957469034472467007e-01,9.992828835629363748e-01
5.190067787723305903e-01,9.969034472466795638e-01,9.992828835629363748e-01
4.975469083554923122e-01,9.972765258916579389e-01,9.994338554444234246e-01
4.457885472454214959e-01,9.983211460975973672e-01,9.996225702962823201e-01
4.007340549043106881e-01,9.989553797940605717e-01,9.998490281185129502e-01
3.495374705067225696e-01,9.994776898970303414e-01,9.999245140592564196e-01
